Company Name,Symbol,Country,Sector,Industry
Warby Parker Inc. Class A,WRBY,United States,Health Care,Ophthalmic Goods
Windtree Therapeutics Inc.,WINT,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYNE Therapeutics Inc.,VYNE,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Voyager Therapeutics Inc.,VYGR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Vaxart Inc,VXRT,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Vivos Therapeutics Inc.,VVOS,United States,Health Care,Medical Specialities
Ventyx Biosciences Inc.,VTYX,United States,Health Care, Medicinal Chemicals and Botanical Products 
vTv Therapeutics Inc. Class A,VTVT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Viatris Inc.,VTRS,United States,Health Care, Medicinal Chemicals and Botanical Products 
VistaGen Therapeutics Inc.,VTGN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Verastem Inc.,VSTM,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Vertex Pharmaceuticals Incorporated,VRTX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Virpax Pharmaceuticals Inc.,VRPX,United States,Health Care, Medicinal Chemicals and Botanical Products 
Verona Pharma plc American Depositary Share,VRNA,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
Viridian Therapeutics Inc.,VRDN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Verrica Pharmaceuticals Inc.,VRCA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Virax Biolabs Group Limited Ordinary Shares,VRAX,United Kingdom,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
Vor Biopharma Inc.,VOR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VolitionRX Limited,VNRX,Singapore,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Vanda Pharmaceuticals Inc.,VNDA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Viemed Healthcare Inc. Common Shares,VMD,United States,Health Care,Misc Health and Biotechnology Services
Viking Therapeutics Inc.,VKTX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Viracta Therapeutics Inc.,VIRX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Virios Therapeutics Inc.,VIRI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Vir Biotechnology Inc.,VIR,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Vincerx Pharma Inc.,VINC,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Vigil Neuroscience Inc.,VIGL,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Viveon Health Acquisition Corp.,VHAQ,,Health Care,Biotechnology: Pharmaceutical Preparations
Vector Group Ltd.,VGR,United States,Health Care, Medicinal Chemicals and Botanical Products 
Verve Therapeutics Inc.,VERV,United States,Health Care, Medicinal Chemicals and Botanical Products 
Veru Inc.,VERU,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Venus Concept Inc.,VERO,United States,Health Care,Medical/Dental Instruments
Vera Therapeutics Inc. Class A,VERA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Veracyte Inc.,VCYT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Vaccinex Inc.,VCNX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Vericel Corporation,VCEL,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Vascular Biogenics Ltd. Ordinary Shares,VBLT,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
VBI Vaccines Inc. New (Canada),VBIV,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Vaxxinity Inc. Class A,VAXX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Vapotherm Inc.,VAPO,United States,Health Care,Medical/Dental Instruments
Vivani Medical Inc. (DE),VANI,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Vaccitech plc American Depositary Shares,VACC,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
Utah Medical Products Inc.,UTMD,United States,Health Care,Medical/Dental Instruments
United Therapeutics Corporation,UTHR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
U.S. Physical Therapy Inc.,USPH,United States,Health Care,Medical/Nursing Services
USANA Health Sciences Inc.,USNA,United States,Health Care, Medicinal Chemicals and Botanical Products 
UroGen Pharma Ltd. Ordinary Shares,URGN,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Upexi Inc.,UPXI,United States,Health Care, Medicinal Chemicals and Botanical Products 
TradeUP Acquisition Corp.,UPTD,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
UpHealth Inc.,UPH,,Health Care,Medical/Nursing Services
Universe Pharmaceuticals Inc. Ordinary Shares,UPC,China,Health Care,Biotechnology: Pharmaceutical Preparations
UnitedHealth Group Incorporated (DE),UNH,United States,Health Care,Medical Specialities
Unicycive Therapeutics Inc.,UNCY,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Universal Health Services Inc.,UHS,United States,Health Care,Hospital/Nursing Management
UFP Technologies Inc.,UFPT,United States,Health Care,Medical/Dental Instruments
Unity Biotechnology Inc.,UBX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Tyra Biosciences Inc.,TYRA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TherapeuticsMD Inc.,TXMD,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Twist Bioscience Corporation,TWST,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Travere Therapeutics Inc.,TVTX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
T2 Biosystems Inc.,TTOO,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
Titan Pharmaceuticals Inc.,TTNP,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2seventy bio Inc. ,TSVT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Taysha Gene Therapies Inc.,TSHA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Trevena Inc.,TRVN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Trevi Therapeutics Inc.,TRVI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Trupanion Inc.,TRUP,United States,Health Care,Medical Specialities
Trinity Biotech plc American Depositary Shares,TRIB,Ireland,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
Entrada Therapeutics Inc.,TRDA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Tempest Therapeutics Inc.,TPST,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Theriva Biologics Inc.,TOVX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
The Oncology Institute Inc.,TOI,United States,Health Care,Medical/Nursing Services
Tenaya Therapeutics Inc.,TNYA,United States,Health Care, Medicinal Chemicals and Botanical Products 
Tonix Pharmaceuticals Holding Corp.,TNXP,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Tenon Medical Inc.,TNON,United States,Health Care,Medical Specialities
Tango Therapeutics Inc.,TNGX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Tandem Diabetes Care Inc.,TNDM,United States,Health Care,Medical/Dental Instruments
TransMedics Group Inc.,TMDX,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Treace Medical Concepts Inc.,TMCI,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Timber Pharmaceuticals Inc.,TMBR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Tiziana Life Sciences Ltd. Common Shares,TLSA,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
Tilray Brands Inc. ,TLRY,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
Talis Biomedical Corporation,TLIS,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Alpha Teknova Inc.,TKNO,United States,Health Care, Medicinal Chemicals and Botanical Products 
Tivic Health Systems Inc.,TIVC,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Instil Bio Inc.,TIL,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Theratechnologies Inc. Common Shares,THTX,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
Theseus Pharmaceuticals Inc.,THRX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Thorne Healthtech Inc.,THRN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Third Harmonic Bio Inc.,THRD,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Tenet Healthcare Corporation,THC,United States,Health Care,Hospital/Nursing Management
TG Therapeutics Inc.,TGTX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Teleflex Incorporated,TFX,United States,Health Care,Medical/Dental Instruments
TFF Pharmaceuticals Inc.,TFFP,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Teva Pharmaceutical Industries Limited American Depositary Shares,TEVA,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Terns Pharmaceuticals Inc.,TERN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Tenax Therapeutics Inc.,TENX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TELA Bio Inc.,TELA,United States,Health Care,Medical/Dental Instruments
Bio-Techne Corp,TECH,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Teladoc Health Inc.,TDOC,United States,Health Care,Medical/Nursing Services
TScan Therapeutics Inc.,TCRX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Alaunos Therapeutics Inc.,TCRT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TRACON Pharmaceuticals Inc.,TCON,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Tactile Systems Technology Inc.,TCMD,United States,Health Care,Medical/Dental Instruments
Theravance Biopharma Inc. Ordinary Shares,TBPH,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
Telesis Bio Inc.,TBIO,United States,Health Care,Medical Specialities
Tarsus Pharmaceuticals Inc.,TARS,United States,Health Care, Medicinal Chemicals and Botanical Products 
Taro Pharmaceutical Industries Ltd. Ordinary Shares,TARO,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Protara Therapeutics Inc. ,TARA,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Talaris Therapeutics Inc.,TALS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Talkspace Inc.,TALK,United States,Health Care,Medical/Nursing Services
Syros Pharmaceuticals Inc.,SYRS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Syneos Health Inc. Class A,SYNH,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
Stryker Corporation,SYK,United States,Health Care,Medical/Dental Instruments
Synlogic Inc.,SYBX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
60 Degrees Pharmaceuticals Inc.,SXTP,United States,Health Care,Biotechnology: Pharmaceutical Preparations
China SXT Pharmaceuticals Inc. Ordinary Shares,SXTC,China,Health Care,Biotechnology: Pharmaceutical Preparations
SpringWorks Therapeutics Inc.,SWTX,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ShockWave Medical Inc.,SWAV,United States,Health Care,Medical/Dental Instruments
Savara Inc.,SVRA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Surface Oncology Inc.,SURF,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Supernus Pharmaceuticals Inc.,SUPN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Stereotaxis Inc.,STXS,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Shattuck Labs Inc.,STTK,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Sharps Technology Inc.,STSS,United States,Health Care,Medical/Dental Instruments
Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,STRRP,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Star Equity Holdings Inc.,STRR,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
Sutro Biopharma Inc.,STRO,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Stoke Therapeutics Inc.,STOK,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Neuronetics Inc.,STIM,United States,Health Care,Medical/Dental Instruments
STERIS plc (Ireland) Ordinary Shares,STE,United States,Health Care,Industrial Specialties
STAAR Surgical Company,STAA,United States,Health Care,Ophthalmic Goods
SunLink Health Systems Inc.,SSY,United States,Health Care,Hospital/Nursing Management
Strata Skin Sciences Inc.,SSKN,United States,Health Care,Medical/Dental Instruments
Silver Spike Investment Corp.,SSIC,United States,Health Care, Medicinal Chemicals and Botanical Products 
Surrozen Inc.,SRZN,United States,Health Care, Medicinal Chemicals and Botanical Products 
Sensus Healthcare Inc.,SRTS,United States,Health Care,Medical/Dental Instruments
Scholar Rock Holding Corporation,SRRK,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Sarepta Therapeutics Inc. (DE),SRPT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Surmodics Inc.,SRDX,United States,Health Care,Medical/Dental Instruments
SeqLL Inc.,SQL,United States,Health Care,Medical Specialities
ARS Pharmaceuticals Inc.,SPRY,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Spero Therapeutics Inc.,SPRO,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SciSparc Ltd. Ordinary Shares,SPRC,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Spruce Biosciences Inc.,SPRB,United States,Health Care, Medicinal Chemicals and Botanical Products 
SOPHiA GENETICS SA Ordinary Shares,SOPH,Switzerland,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Sonendo Inc.,SONX,,Health Care,Medical/Dental Instruments
Sonnet BioTherapeutics Holdings Inc.,SONN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Senti Biosciences Inc.,SNTI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Sensei Biotherapeutics Inc.,SNSE,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Synaptogenix Inc.,SNPX,United States,Health Care, Medicinal Chemicals and Botanical Products 
Sonoma Pharmaceuticals Inc.,SNOA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Smith & Nephew SNATS Inc.,SNN,United Kingdom,Health Care,Industrial Specialties
Soligenix Inc.,SNGX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Syndax Pharmaceuticals Inc.,SNDX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Sonida Senior Living Inc.,SNDA,United States,Health Care,Hospital/Nursing Management
Sanara MedTech Inc.,SMTI,United States,Health Care,Medical/Dental Instruments
Summit Therapeutics Inc. ,SMMT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Semler Scientific Inc.,SMLR,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Smart for Life Inc. ,SMFL,United States,Health Care, Medicinal Chemicals and Botanical Products 
SELLAS Life Sciences Group Inc.,SLS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Salarius Pharmaceuticals Inc.,SLRX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ACELYRIN INC.,SLRN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Soleno Therapeutics Inc.,SLNO,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Sol-Gel Technologies Ltd. Ordinary Shares,SLGL,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
SomaLogic Inc. Warrant,SLGCW,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SomaLogic Inc. Class A,SLGC,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
Solid Biosciences Inc.,SLDB,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Shineco Inc.,SISI,China,Health Care, Medicinal Chemicals and Botanical Products 
SiNtx Technologies Inc.,SINT,United States,Health Care,Medical/Dental Instruments
Silk Road Medical Inc.,SILK,United States,Health Care,Medical/Dental Instruments
SIGA Technologies Inc.,SIGA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Sientra Inc.,SIEN,United States,Health Care,Industrial Specialties
SI-BONE Inc.,SIBN,United States,Health Care,Medical/Dental Instruments
Shuttle Pharmaceuticals Holdings Inc.,SHPH,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Sotera Health Company,SHC,United States,Health Care,Medical Specialities
Surgery Partners Inc.,SGRY,United States,Health Care,Hospital/Nursing Management
Sangamo Therapeutics Inc.,SGMO,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Sight Sciences Inc.,SGHT,United States,Health Care,Medical Specialities
Seagen Inc.,SGEN,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Sera Prognostics Inc. Class A,SERA,United States,Health Care,Precision Instruments
Select Medical Holdings Corporation,SEM,United States,Health Care,Hospital/Nursing Management
Selecta Biosciences Inc.,SELB,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Seer Inc. Class A,SEER,United States,Health Care, Medicinal Chemicals and Botanical Products 
Seelos Therapeutics Inc.,SEEL,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SeaWorld Entertainment Inc.,SEAS,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Schrodinger Inc.,SDGR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SmileDirectClub Inc. Class A,SDC,United States,Health Care,Medical/Dental Instruments
SCYNEXIS Inc.,SCYX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Societal CDMO Inc.,SCTL,United States,Health Care,Biotechnology: Pharmaceutical Preparations
scPharmaceuticals Inc.,SCPH,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Scilex Holding Company,SCLX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Sunshine Biopharma Inc. Warrant,SBFMW,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
Sunshine Biopharma Inc.,SBFM,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
Cassava Sciences Inc.,SAVA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Sana Biotechnology Inc.,SANA,United States,Health Care, Medicinal Chemicals and Botanical Products 
Sage Therapeutics Inc.,SAGE,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SAB Biotherapeutics Inc. Warrant,SABSW,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SAB Biotherapeutics Inc.,SABS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Rezolute Inc. (NV),RZLT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Rhythm Pharmaceuticals Inc.,RYTM,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RxSight Inc.,RXST,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Recursion Pharmaceuticals Inc. Class A,RXRX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ReWalk Robotics Ltd. Ordinary Shares,RWLK,Israel,Health Care,Industrial Specialties
Reviva Pharmaceuticals Holdings Inc. ,RVPH,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Retractable Technologies Inc.,RVP,United States,Health Care,Medical/Dental Instruments
Revance Therapeutics Inc.,RVNC,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Revolution Medicines Inc.,RVMD,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVL Pharmaceuticals plc Ordinary Shares,RVLP,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ReShape Lifesciences Inc.,RSLS,United States,Health Care,Medical/Dental Instruments
Repare Therapeutics Inc. Common Shares,RPTX,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
Royalty Pharma plc Class A Ordinary Shares ,RPRX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Rapid Micro Biosystems Inc. Class A,RPID,United States,Health Care,Medical Specialities
Reneo Pharmaceuticals Inc.,RPHM,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Roivant Sciences Ltd. Common Shares,ROIV,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
RenovoRx Inc.,RNXT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Renalytix plc American Depositary Shares,RNLX,United Kingdom,Health Care,Medical Specialities
TransCode Therapeutics Inc.,RNAZ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Avidity Biosciences Inc.,RNA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Rockwell Medical Inc.,RMTI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Ra Medical Systems Inc.,RMED,,Health Care,Medical/Dental Instruments
ResMed Inc.,RMD,United States,Health Care,Medical/Dental Instruments
Rallybio Corporation,RLYB,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Relmada Therapeutics Inc.,RLMD,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Relay Therapeutics Inc.,RLAY,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Rigel Pharmaceuticals Inc.,RIGL,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REGENXBIO Inc.,RGNX,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Regulus Therapeutics Inc.,RGLS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Repligen Corporation,RGEN,United States,Health Care,Medical/Dental Instruments
Regencell Bioscience Holdings Limited Ordinary Shares,RGC,Hong Kong,Health Care, Medicinal Chemicals and Botanical Products 
Revelation Biosciences Inc.,REVB,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Reata Pharmaceuticals Inc. Class A,RETA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Replimune Group Inc.,REPL,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Regeneron Pharmaceuticals Inc.,REGN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RadNet Inc.,RDNT,United States,Health Care,Medical Specialities
Redhill Biopharma Ltd. American Depositary Shares,RDHL,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Arcus Biosciences Inc.,RCUS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Rosecliff Acquisition Corp I Unit,RCLFU,United States,Health Care,Medical/Dental Instruments
Rosecliff Acquisition Corp I Class A,RCLF,United States,Health Care,Medical/Dental Instruments
Rocket Pharmaceuticals Inc.,RCKT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Avita Medical Inc.,RCEL,United States,Health Care,Medical/Dental Instruments
Vicarious Surgical Inc. Class A,RBOT,Hong Kong,Health Care,Medical Specialities
Ultragenyx Pharmaceutical Inc.,RARE,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RAPT Therapeutics Inc.,RAPT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Rani Therapeutics Holdings Inc. Class A,RANI,United States,Health Care, Medicinal Chemicals and Botanical Products 
Rain Oncology Inc.,RAIN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
uniQure N.V. Ordinary Shares,QURE,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
Quantum-Si Incorporated Class A,QSI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Quoin Pharmaceuticals Ltd. American Depositary Shares,QNRX,Israel,Health Care,Medical/Dental Instruments
Quince Therapeutics Inc.,QNCX,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Qilian International Holding Group Ltd. Ordinary Shares,QLI,China,Health Care,Biotechnology: Pharmaceutical Preparations
Qualigen Therapeutics Inc.,QLGN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Quipt Home Medical Corp. Common Shares,QIPT,United States,Health Care,Misc Health and Biotechnology Services
Qiagen N.V. Common Shares ,QGEN,Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QuidelOrtho Corporation,QDEL,United States,Health Care,Medical Specialities
Pyxis Oncology Inc.,PYXS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PolyPid Ltd. Ordinary Shares,PYPD,Israel,Health Care,Medical/Dental Instruments
PaxMedica Inc.,PXMD,United States,Health Care, Medicinal Chemicals and Botanical Products 
Pulmatrix Inc.,PULM,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Petros Pharmaceuticals Inc.,PTPI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Palatin Technologies Inc.,PTN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Protagenic Therapeutics Inc.,PTIX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Protagonist Therapeutics Inc.,PTGX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTC Therapeutics Inc.,PTCT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Poseida Therapeutics Inc.,PSTX,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLUS THERAPEUTICS Inc. ,PSTV,United States,Health Care,Medical/Dental Instruments
Personalis Inc.,PSNL,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
Paratek Pharmaceuticals Inc.,PRTK,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PureTech Health plc American Depositary Shares,PRTC,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Prothena Corporation plc Ordinary Shares,PRTA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ProPhase Labs Inc. (DE),PRPH,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ProKidney Corp. Class A Ordinary Shares,PROK,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Profound Medical Corp.,PROF,Canada,Health Care,Medical/Dental Instruments
Procaps Group S.A. Ordinary Shares,PROC,Luxembourg,Health Care,Biotechnology: Pharmaceutical Preparations
Prime Medicine Inc.,PRME,United States,Health Care, Medicinal Chemicals and Botanical Products 
Prelude Therapeutics Incorporated,PRLD,United States,Health Care, Medicinal Chemicals and Botanical Products 
Perrigo Company plc Ordinary Shares,PRGO,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PainReform Ltd. Ordinary Shares,PRFX,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Pardes Biosciences Inc.,PRDS,United States,Health Care, Medicinal Chemicals and Botanical Products 
PROCEPT BioRobotics Corporation,PRCT,United States,Health Care,Medical Specialities
Praxis Precision Medicines Inc.,PRAX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Purple Biotech Ltd. American Depositary Shares,PPBT,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Insulet Corporation,PODD,United States,Health Care,Medical/Dental Instruments
Precision Optics Corporation Inc.,POCI,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Predictive Oncology Inc.,POAI,United States,Health Care,Industrial Specialties
The Pennant Group Inc. ,PNTG,United States,Health Care,Medical/Nursing Services
POINT Biopharma Global Inc.,PNT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PMV Pharmaceuticals Inc.,PMVP,United States,Health Care, Medicinal Chemicals and Botanical Products 
ProMIS Neurosciences Inc. Common Shares (ON),PMN,Canada,Health Care,Pharmaceuticals and Biotechnology
Priveterra Acquisition Corp. Warrant,PMGMW,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Priveterra Acquisition Corp. Units,PMGMU,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Priveterra Acquisition Corp. Class A,PMGM,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Psychemedics Corporation,PMD,United States,Health Care,Medical Specialities
PharmaCyte  Biotech Inc.,PMCB,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Philip Morris International Inc,PM,United States,Health Care, Medicinal Chemicals and Botanical Products 
Protalix BioTherapeutics Inc. (DE),PLX,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Pluri Inc.,PLUR,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Pulse Biosciences Inc (DE),PLSE,United States,Health Care,Medical/Dental Instruments
Pliant Therapeutics Inc.,PLRX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
